Sample 1,Sample 2,Passed?,Should?,Hamming
`1/1,'168/3,1,0,0.6171955602100528
`1/1,'168/5,1,0,0.6200902184235519
`1/1,'169/1,1,0,0.6342260149941309
`1/1,'169/2,1,0,0.6015321870829115
`1/1,'169/3,1,0,0.5963739223739224
`1/1,'169/4,1,0,0.6125552874393454
`1/1,'169/5,1,0,0.6200978618804707
`1/1,'170/1,1,0,0.6119912776434514
`1/1,'170/2,1,0,0.6384853101809624
`1/1,'170/3,1,0,0.6026059845457252
`1/1,'171/1,1,0,0.6381774130324857
`1/1,'171/5,1,0,0.5909766127592214
`1/1,'175/1,1,0,0.6321399443283501
`1/1,'175/2,1,0,0.6148601956283114
`1/1,'175/3,1,0,0.6413240463240463
`1/1,'175/4,1,0,0.6338435407855699
`1/1,'175/5,1,0,0.6203080413949978
`1/1,'177/1,1,0,0.6422945209708933
`1/1,'177/2,1,0,0.630447741737597
`1/1,'177/3,1,0,0.6225456722558171
`1/1,'177/4,1,0,0.6067469680078375
`1/1,'177/5,1,0,0.6019062665729333
`1/1,'178/1,1,0,0.6181169973343885
`1/1,'178/3,1,0,0.6184846480468144
`1/1,'180/2,1,0,0.605946545134951
`1/1,'180/3,1,0,0.6521566211566212
`1/1,'180/4,1,0,0.6116814098408301
`1/1,'180/5,1,0,0.6256765794591881
`1/1,'181/1,1,0,0.5874935955080881
`1/1,'181/2,1,0,0.624321394654728
`1/1,'181/3,1,0,0.6331828681248971
`1/1,'181/4,1,0,0.6256723909477533
`1/1,'181/5,1,0,0.6359412857673727
`1/1,'182/1,1,0,0.6098456481789817
`1/1,'182/2,1,0,0.627532723315332
`1/1,'182/3,1,0,0.6640435265217876
`1/1,'182/4,1,0,0.6660721768837711
`1/1,'182/5,1,0,0.6519574740879086
`1/1,'183/1,1,0,0.6229391397652267
`1/1,'183/2,1,0,0.5892758551164348
`1/1,'183/3,1,0,0.6027424647279717
`1/1,'183/4,1,0,0.652868083607214
`1/1,'183/5,1,0,0.6481185963794659
`1/1,'186/1,1,0,0.6375916012837551
`1/1,'186/2,1,0,0.6014907375021791
`1/1,'186/4,1,0,0.6611221848468226
`1/1,'186/5,1,0,0.6478264773337237
`1/1,'19/1,1,0,0.6321005435788045
`1/1,'19/2,1,0,0.6249043786114723
`1/1,'19/3,1,0,0.5973153245601758
`1/1,'19/4,1,0,0.5945467528488123
`1/1,'19/5,1,0,0.6320553284611254
`1/1,'190/1,1,0,0.6149074747045762
`1/1,'190/2,1,0,0.5734601759796268
`1/1,'190/3,1,0,0.6352615232325378
`1/1,'192/1,1,0,0.6309364012262563
`1/1,'192/2,1,0,0.6266941866507085
`1/1,'192/3,1,0,0.6409721153779124
`1/1,'192/4,1,0,0.6348123819283239
`1/1,'192/5,1,0,0.5746570530918356
`1/1,'194/2,1,0,0.6503120524417245
`1/1,'194/3,1,0,0.6243252667890349
`1/1,'194/4,1,0,0.63966031551139
`1/1,'194/5,1,0,0.6332043978565718
`1/1,'195/1,1,0,0.6420086183274589
`1/1,'195/3,1,0,0.6075387317996014
`1/1,'195/4,1,0,0.6003726321987191
`1/1,'195/5,1,0,0.6271478859304948
`1/1,'196/1,1,0,0.636537042131245
`1/1,'196/2,1,0,0.6311817345295605
`1/1,'196/3,1,0,0.6239029993652421
`1/1,'196/4,1,0,0.6470637119187843
`1/1,'199/1,1,0,0.6083720337633381
`1/1,'199/2,1,0,0.6371898198419939
`1/1,'199/3,1,0,0.615785171886621
`1/1,'199/4,1,0,0.6019537038377618
`1/1,'199/5,1,0,0.6336649856626974
`1/1,'2/1,1,0,0.6361390788492238
`1/1,'2/2,1,0,0.6161243989504859
`1/1,'2/3,1,0,0.6236579217883567
`1/1,'2/5,1,0,0.5998422189726537
`1/1,'214/1,1,0,0.6735219659567486
`1/1,'214/2,1,0,0.6253193870005463
`1/1,'214/4,1,0,0.6179817648803156
`1/1,'214/5,1,0,0.6212808759452543
`1/1,'220/1,1,0,0.6178380360084509
`1/1,'220/2,1,0,0.6474353107976295
`1/1,'220/3,1,0,0.5760616228419431
`1/1,'220/4,1,0,0.5895603332384941
`1/1,'220/5,1,0,0.6141948416586099
`1/1,'221/1,1,0,0.6304516487270111
`1/1,'221/2,1,0,0.6407496218220857
`1/1,'221/3,1,0,0.6186138279326685
`1/1,'221/4,1,0,0.6122538052393125
`1/1,'221/5,1,0,0.6036602694421153
`1/1,'222/1,1,0,0.6596551344522358
`1/1,'222/2,1,0,0.6375638558971892
`1/1,'222/3,1,0,0.6028612434264609
`1/1,'224/2,1,0,0.6200157185809358
`1/1,'224/4,1,0,0.6408747227008097
`1/1,'225/1,1,0,0.636223458237951
`1/1,'225/2,1,0,0.6281260559086647
`1/1,'225/4,1,0,0.6554237083367518
`1/1,'225/5,1,0,0.6400259021708297
`1/1,'227/1,1,0,0.635353434005608
`1/1,'227/2,1,0,0.6706622057491625
`1/1,'227/3,1,0,0.6560186742940367
`1/1,'227/4,1,0,0.6281834097196416
`1/1,'237/1,1,0,0.6599894469459687
`1/1,'237/2,1,0,0.6555512727236601
`1/1,'237/3,1,0,0.6401314552329045
`1/1,'237/4,1,0,0.6370790508471668
`1/1,'237/5,1,0,0.6084674477428103
`1/1,'25/1,1,0,0.5924616773457354
`1/1,'25/2,1,0,0.6133640874197701
`1/1,'25/3,1,0,0.6219337555109669
`1/1,'27/1,1,0,0.616500150413194
`1/1,'27/2,1,0,0.6211049455107425
`1/1,'27/3,1,0,0.6261153065935674
`1/1,'27/4,1,0,0.5894100617578879
`1/1,'27/5,1,0,0.6181307200582561
`1/1,'29/1,1,0,0.6248936727876468
`1/1,'29/2,1,0,0.6518487390226521
`1/1,'29/3,1,0,0.6130153088993667
`1/1,'29/4,1,0,0.6710212348038436
`1/1,'35/1,1,0,0.5975644495064786
`1/1,'35/2,1,0,0.6047535154056894
`1/1,'35/3,1,0,0.6156542791615255
`1/1,'37/3,1,0,0.6059307455829194
`1/1,'37/4,1,0,0.6034045557233962
`1/1,'38/1,1,0,0.6099977633745748
`1/1,'38/2,1,0,0.5891457234180347
`1/1,'38/3,1,0,0.6168220722126139
`1/1,'38/4,1,0,0.6209397987948714
`1/1,'38/5,1,0,0.6302214945548279
`1/1,'40/1,1,0,0.6284856694566837
`1/1,'40/2,1,0,0.5928907404994361
`1/1,'41/1,1,0,0.6174696521942897
`1/1,'41/3,1,0,0.6015482204322783
`1/1,'41/4,1,0,0.6184617829835221
`1/1,'41/5,1,0,0.6652653095696572
`1/1,'42/1,1,0,0.6387086182738356
`1/1,'42/3,1,0,0.6435497883758753
`1/1,'42/4,1,0,0.6197028591376418
`1/1,'42/5,1,0,0.6399069395446209
`1/1,'44/1,1,0,0.6486907628067049
`1/1,'44/2,1,0,0.6169154066545371
`1/1,'44/3,1,0,0.6014971110478358
`1/1,'44/4,1,0,0.603371478875674
`1/1,'44/5,1,0,0.6436675021167776
`1/1,'45/3,1,0,0.6149777613690657
`1/1,'45/4,1,0,0.6104244252794976
`1/1,'45/5,1,0,0.6053644396398019
`1/1,'46/2,1,0,0.6380654128480217
`1/1,'46/3,1,0,0.629996236184642
`1/1,'46/4,1,0,0.6028605549040332
`1/1,'46/5,1,0,0.6217893410936891
`1/1,'47/2,1,0,0.6236010876430402
`1/1,'47/3,1,0,0.60361738422608
`1/1,'47/4,1,0,0.6308397630281688
`1/1,'47/5,1,0,0.6203137415456255
`1/1,'49/3,1,0,0.6361775938274793
`1/1,'49/4,1,0,0.6604218620885288
`1/1,'49/5,1,0,0.6555265073091161
`1/1,'51/1,1,0,0.6217328034284557
`1/1,'51/2,1,0,0.6029729277700291
`1/1,'51/3,1,0,0.6175400932937165
`1/1,'51/4,1,0,0.5913031230712388
`1/1,'51/5,1,0,0.6232563110534125
`1/1,'54/1,1,0,0.653463299985039
`1/1,'54/5,1,0,0.6020523693827043
`1/1,'55/1,1,0,0.6362672662817591
`1/1,'55/2,1,0,0.6005383816398309
`1/1,'55/3,1,0,0.6391587286064784
`1/1,'55/4,1,0,0.5903605283605283
`1/1,'55/5,1,0,0.5845247748268343
`1/1,'56/1,1,0,0.6420886000741074
`1/1,'56/2,1,0,0.6170180351049918
`1/1,'56/4,1,0,0.5756610620500779
`1/1,'58/1,1,0,0.6176902431974896
`1/1,'58/2,1,0,0.628217241751948
`1/1,'58/3,1,0,0.5930923923097835
`1/1,'58/5,1,0,0.6072157697375089
`1/1,'59/1,1,0,0.6481002572306919
`1/1,'59/2,1,0,0.670959072681422
`1/1,'59/3,1,0,0.6027317250650586
`1/1,'59/4,1,0,0.6306586044122275
`1/1,'59/5,1,0,0.6466686866357032
`1/1,'6/1,1,0,0.624158754289189
`1/1,'6/3,1,0,0.6411030392044884
`1/1,'6/4,1,0,0.6498616370210573
`1/1,'61/1,1,0,0.6491766161911089
`1/1,'61/2,1,0,0.6568301339025976
`1/1,'61/3,1,0,0.6233412121962848
`1/1,'69/1,1,0,0.6095488606937883
`1/1,'69/2,1,0,0.5997844034655627
`1/1,'7/2,1,0,0.6500219136740877
`1/1,'7/3,1,0,0.6184605223011022
`1/1,'70/1,1,0,0.6271070700635917
`1/1,'70/2,1,0,0.6115869359614592
`1/1,'72/1,1,0,0.6253258227987968
`1/1,'72/2,1,0,0.6485971533047995
`1/1,'72/3,1,0,0.6208770451234218
`1/1,'72/4,1,0,0.6016782487507125
`1/1,'72/5,1,0,0.6209730398426051
`1/1,'74/1,1,0,0.6072924359591026
`1/1,'74/2,1,0,0.6061223918325369
`1/1,'74/3,1,0,0.6027845101758145
`1/1,'74/4,1,0,0.6310269719545081
`1/1,'74/5,1,0,0.6128942313724922
`1/1,'76/1,1,0,0.6133233320624625
`1/1,'76/2,1,0,0.5811940271215633
`1/1,'76/3,1,0,0.6059382699962409
`1/1,'76/5,1,0,0.6488623266159499
`1/1,'78/4,1,0,0.6119077481831106
`1/1,'78/5,1,0,0.5746190283993488
`1/1,'8/1,1,0,0.6401151837963432
`1/1,'8/2,1,0,0.6364367966976664
`1/1,'8/3,1,0,0.6415325292274187
`1/1,'8/4,1,0,0.6477126335821988
`1/1,'8/5,1,0,0.6222941325984802
`1/1,'81/1,1,0,0.6496512178106378
`1/1,'81/2,1,0,0.6216381246236318
`1/1,'81/4,1,0,0.6066118637133129
`1/1,'81/5,1,0,0.6020012891027383
`1/1,'83/1,1,0,0.6355451226175862
`1/1,'83/2,1,0,0.6095697426566992
`1/1,'83/3,1,0,0.6313180104919236
`1/1,'83/4,1,0,0.6119710345182608
`1/1,'83/5,1,0,0.63796120254015
`1/1,'84/1,1,0,0.6262031962443863
`1/1,'84/2,1,0,0.6339297980602329
`1/1,'84/3,1,0,0.6463665368447977
`1/1,'84/5,1,0,0.5942642061610517
`1/1,'85/1,1,0,0.6191452857394887
`1/1,'85/2,1,0,0.6519152961906586
`1/1,'85/3,1,0,0.6596426927876203
`1/1,'85/4,1,0,0.6117823196663777
`1/1,'85/5,1,0,0.6442661214255416
`1/1,'88/1,1,0,0.6518017623814726
`1/1,'88/2,1,0,0.6244133644133644
`1/1,'88/3,1,0,0.6259472036283632
`1/1,'88/4,1,0,0.6555678036684901
`1/1,'88/5,1,0,0.6458192707583011
`1/1,'89/1,1,0,0.6099615864543402
`1/1,'89/2,1,0,0.6407583055698998
`1/1,'89/3,1,0,0.6160133135785311
`1/1,'89/4,1,0,0.6564468242439256
`1/1,'89/5,1,0,0.6267519372736764
`1/1,'91/2,1,0,0.6187020526440816
`1/1,'91/3,1,0,0.6326379192466152
`1/1,'91/4,1,0,0.5975194826644104
`1/1,'94/1,1,0,0.6349234598494706
`1/1,'94/2,1,0,0.6176490787795135
`1/1,'94/3,1,0,0.6276249992626803
`1/1,'94/4,1,0,0.627872876988819
`1/1,'94/5,1,0,0.5864962530759631
`1/1,'96/1,1,0,0.6380900623799175
`1/1,'96/2,1,0,0.6153095305124289
`1/1,'96/3,1,0,0.6541577842447409
`1/1,'99/1,1,0,0.6347180468484817
`1/1,'99/2,1,0,0.6118526781860115
`1/1,'99/3,1,0,0.5873247750639055
`1/1,'99/4,1,0,0.6049462507433521
`1/1,'99/5,1,0,0.6102878897621528
`10/1,'1/1,1,0,0.674374862389355
`10/1,'1/2,1,0,0.6421785793379996
`10/1,'1/3,1,0,0.6434061949859051
`10/1,'1/4,1,0,0.6299545634183316
`10/1,'1/5,1,0,0.6369831478237273
`10/1,'10/2,1,1,0.6732290613305104
`10/1,'10/3,1,1,0.6698518434570409
`10/1,'10/4,1,1,0.6227809179548308
`10/1,'10/5,1,1,0.5787895051808095
`10/1,'100/1,1,0,0.6254910494765566
`10/1,'100/2,1,0,0.6202573079094817
`10/1,'100/3,1,0,0.6326237149860338
`10/1,'100/4,1,0,0.6359815135848697
`10/1,'100/5,1,0,0.6449255833288816
`10/1,'101/1,1,0,0.5750414313137953
`10/1,'101/2,1,0,0.628988986858552
`10/1,'101/3,1,0,0.6022898648472703
`10/1,'101/5,1,0,0.6502663723823143
`10/1,'102/1,1,0,0.6518356290862684
`10/1,'102/3,1,0,0.6191649043388172
`10/1,'102/4,1,0,0.6318705096073517
`10/1,'104/1,1,0,0.6293719694154475
`10/1,'104/2,1,0,0.5980226596862752
`10/1,'104/5,1,0,0.6265485212586663
`10/1,'105/1,1,0,0.6317076991714673
`10/1,'105/2,1,0,0.5910562916192206
`10/1,'105/3,1,0,0.626001607624796
`10/1,'105/4,1,0,0.6453268282978428
`10/1,'105/5,1,0,0.6609052793690476
`10/1,'106/1,1,0,0.6121000727667394
`10/1,'106/2,1,0,0.6120750939881375
`10/1,'106/3,1,0,0.6306687575215417
`10/1,'106/4,1,0,0.6072322047249584
`10/1,'106/5,1,0,0.5994559494219664
`10/1,'11/1,1,0,0.6142262273421693
`10/1,'11/2,1,0,0.638105806163777
`10/1,'11/3,1,0,0.6071608086510636
`10/1,'11/5,1,0,0.6512353368585252
`10/1,'113/1,1,0,0.6523673779411204
`10/1,'113/2,1,0,0.6279778192821671
`10/1,'113/3,1,0,0.6156316227870449
`10/1,'113/4,1,0,0.5961511049337136
`10/1,'113/5,1,0,0.6478078747469055
`10/1,'12/1,1,0,0.6030842295871888
`10/1,'12/2,1,0,0.5847754953059406
`10/1,'12/3,1,0,0.6338598937294591
`10/1,'12/4,1,0,0.6045120713961293
`10/1,'12/5,1,0,0.6350899106261425
`10/1,'124/1,1,0,0.6628252177802142
`10/1,'124/2,1,0,0.6538575310894149
`10/1,'124/3,1,0,0.6166713426133714
`10/1,'124/4,1,0,0.6034891699819237
`10/1,'124/5,1,0,0.619807931735468
`10/1,'125/1,1,0,0.647661821270517
`10/1,'125/2,1,0,0.641708797375464
`10/1,'125/4,1,0,0.641420042708372
`10/1,'125/5,1,0,0.6286536673203341
`10/1,'126/2,1,0,0.6090582975800368
`10/1,'126/3,1,0,0.6429163573313602
`10/1,'126/4,1,0,0.6571237678049272
`10/1,'13/1,1,0,0.6481061752045733
`10/1,'13/2,1,0,0.6308015435986452
`10/1,'13/4,1,0,0.634598536192739
`10/1,'130/1,1,0,0.6799229359786186
`10/1,'130/2,1,0,0.605248918017034
`10/1,'130/3,1,0,0.6136728942176511
`10/1,'130/4,1,0,0.6555897543708373
`10/1,'130/5,1,0,0.6245075043046054
`10/1,'131/1,1,0,0.633352280569672
`10/1,'131/2,1,0,0.6478563358273504
`10/1,'131/3,1,0,0.6457232150565483
`10/1,'131/4,1,0,0.6393448290839594
`10/1,'131/5,1,0,0.6102539455103173
`10/1,'135/1,1,0,0.6303472319414349
`10/1,'135/2,1,0,0.6056471747028574
`10/1,'135/3,1,0,0.6127040774577005
`10/1,'135/4,1,0,0.6346245440013558
`10/1,'135/5,1,0,0.5940568315205996
`10/1,'136/1,1,0,0.6493995522233508
`10/1,'136/2,1,0,0.6690036456962993
`10/1,'136/3,1,0,0.6222520957303566
`10/1,'136/4,1,0,0.6241577012133842
`10/1,'136/5,1,0,0.6204650116389245
`10/1,'14/1,1,0,0.6426587703056048
`10/1,'14/2,1,0,0.6148493760667674
`10/1,'14/3,1,0,0.5994814285355855
`10/1,'14/4,1,0,0.6185740598639149
`10/1,'14/5,1,0,0.6701143897207972
`10/1,'140/1,1,0,0.6816168604116734
`10/1,'140/3,1,0,0.6370501780042009
`10/1,'140/4,1,0,0.6761382980948197
`10/1,'141/1,1,0,0.596694309984165
`10/1,'141/2,1,0,0.6183393761364776
`10/1,'141/3,1,0,0.6349057953375269
`10/1,'141/4,1,0,0.6387732514399181
`10/1,'141/5,1,0,0.6522500832500833
`10/1,'142/1,1,0,0.6330793725866187
`10/1,'142/2,1,0,0.6133092463092463
`10/1,'142/3,1,0,0.6165086673927254
`10/1,'142/4,1,0,0.6098420371898631
`10/1,'142/5,1,0,0.6458858969251141
`10/1,'143/1,1,0,0.6448396113590621
`10/1,'143/2,1,0,0.6174297962398647
`10/1,'143/3,1,0,0.6618841255362995
`10/1,'143/4,1,0,0.6562391993406487
`10/1,'143/5,1,0,0.6026421822943563
`10/1,'147/1,1,0,0.6383419484433975
`10/1,'147/2,1,0,0.6231029036223545
`10/1,'147/3,1,0,0.6222701041083954
`10/1,'147/4,1,0,0.6391510953661983
`10/1,'147/5,1,0,0.6309257280561626
`10/1,'148/2,1,0,0.601640731249427
`10/1,'148/3,1,0,0.6647684607394753
`10/1,'148/4,1,0,0.6318430163502627
`10/1,'148/5,1,0,0.6178629820768752
`10/1,'15/1,1,0,0.6154947206365973
`10/1,'15/2,1,0,0.6043177203901842
`10/1,'15/3,1,0,0.6415409872778294
`10/1,'15/4,1,0,0.6298830202133552
`10/1,'15/5,1,0,0.6578108971007521
`10/1,'151/1,1,0,0.654909472226787
`10/1,'151/2,1,0,0.6315699555224791
`10/1,'151/3,1,0,0.6433976763976763
`10/1,'151/4,1,0,0.6249009879009879
`10/1,'151/5,1,0,0.6447360165895635
`10/1,'152/1,1,0,0.629525685801048
`10/1,'152/2,1,0,0.6164013136621832
`10/1,'152/3,1,0,0.6266117982929577
`10/1,'152/4,1,0,0.658970400563078
`10/1,'152/5,1,0,0.6301028097534581
`10/1,'153/2,1,0,0.6532949610775699
`10/1,'153/3,1,0,0.6262010855489116
`10/1,'155/1,1,0,0.5906100244361113
`10/1,'155/2,1,0,0.6444973421640089
`10/1,'155/3,1,0,0.6378543994920806
`10/1,'155/4,1,0,0.6293611085640071
`10/1,'158/1,1,0,0.6293094278808528
`10/1,'158/2,1,0,0.6533440374569809
`10/1,'158/3,1,0,0.625442553152698
`10/1,'158/4,1,0,0.5871534257476285
`10/1,'158/5,1,0,0.6501545459371545
`10/1,'16/1,1,0,0.6748313452516352
`10/1,'16/2,1,0,0.6513044416667604
`10/1,'16/3,1,0,0.6025894009372271
`10/1,'16/4,1,0,0.6256514741297349
`10/1,'16/5,1,0,0.650700213931335
`10/1,'161/1,1,0,0.6372832167000083
`10/1,'161/2,1,0,0.6286263078546936
`10/1,'161/3,1,0,0.6269065055223817
`10/1,'161/4,1,0,0.5867098215793869
`10/1,'161/5,1,0,0.6033921194211048
`10/1,'162/1,1,0,0.6228268313882347
`10/1,'162/3,1,0,0.6408912575968257
`10/1,'162/5,1,0,0.6199336348878681
`10/1,'165/1,1,0,0.6744266651223172
`10/1,'165/2,1,0,0.6212124049345439
`10/1,'165/3,1,0,0.6238753904512867
`10/1,'165/4,1,0,0.6184036671862757
`10/1,'165/5,1,0,0.6446797480565597
`10/1,'166/2,1,0,0.6458473357024082
`10/1,'166/4,1,0,0.6242084813511205
`10/1,'166/5,1,0,0.6359353217903941
`10/1,'167/1,1,0,0.626567570915397
`10/1,'167/2,1,0,0.6331704330799782
`10/1,'167/3,1,0,0.6677928721841765
`10/1,'167/4,1,0,0.6503864265003695
`10/1,'167/5,1,0,0.6340341242225301
`10/1,'168/1,1,0,0.6404908687662311
`10/1,'168/3,1,0,0.6214392671204266
`10/1,'168/5,1,0,0.6529911110162825
`10/1,'169/1,1,0,0.6381405043399047
`10/1,'169/2,1,0,0.6225521644217297
`10/1,'169/3,1,0,0.6427551734363328
`10/1,'169/4,1,0,0.622261681402611
`10/1,'169/5,1,0,0.6475731638477634
`10/1,'170/1,1,0,0.6514593457332087
